Grand;01.01.1962 00:00;22.11.2012 00:00;17;2.9;8
Grand;01.01.1962 00:00;22.11.2012 00:00;17;2.9;8
Grand;01.01.1912 00:00;17.07.2013 00:00;21;4.8;17
Grand;01.01.1962 00:00;22.11.2012 00:00;14;3;13
Grand;01.01.1962 00:00;22.11.2012 00:00;13;3.8;7
Grand;01.01.2002 00:00;22.11.2012 00:00;11;3;6
Grand;01.01.1962 00:00;22.11.2012 00:00;16;4.1;7
Grand;01.01.1962 00:00;22.11.2012 00:00;16;3.2;7
Grand;01.01.1962 00:00;22.11.2012 00:00;18;3.4;10
Grand;01.01.2002 00:00;22.11.2012 00:00;15;2.9;7
Grand;01.01.1962 00:00;22.11.2012 00:00;18;3.1;8
Grand;01.01.1912 00:00;27.11.2019 00:00;25;5;11
Grand;01.01.1912 00:00;27.11.2019 00:00;21;5;11
Grand;14.01.2013 00:00;14.01.2013 00:00;5;3.2;2
Grand;01.01.1962 00:00;22.11.2012 00:00;14;3.7;8
Grand;01.01.1962 00:00;22.11.2012 00:00;13;2.9;8
Grand;01.01.1962 00:00;22.11.2012 00:00;12;3;5
Grand;19.12.2011 00:00;27.09.2012 00:00;6;3.5;3
Moyen;05.11.2017 00:00;05.11.2017 00:00;2.2;0.5;2
Moyen;13.12.2017 00:00;13.11.2017 00:00;6;2.1;2
Petit;05.11.2017 00:00;05.11.2017 00:00;1.7;0.5;1
Moyen;19.11.2017 00:00;19.11.2017 00:00;3.1;2.1;1
Petit;05.12.2017 00:00;05.12.2017 00:00;1;0.5;1
Moyen;13.11.2017 00:00;13.11.2017 00:00;4;2.1;2
Moyen;12.11.2017 00:00;12.11.2017 00:00;4.5;2.1;1
Grand;10.11.2017 00:00;10.11.2017 00:00;1.5;0.5;1
Moyen;04.02.2018 00:00;04.02.2018 00:00;5.8;2.1;2
Grand;03.04.2017 00:00;12.09.2017 00:00;4;0.5;2
Moyen;05.11.2017 00:00;05.11.2017 00:00;2.2;0.5;1
Petit;05.12.2017 00:00;05.12.2017 00:00;1;0.5;1
Grand;03.04.2017 00:00;12.09.2017 00:00;2.5;0.5;1
Moyen;16.12.2014 00:00;18.09.2015 00:00;4.5;2.4;2
Moyen;07.03.2017 00:00;20.10.2017 00:00;3.5;0.5;1
Grand;03.04.2016 00:00;03.05.2016 00:00;6;2.8;2
Moyen;17.12.2014 00:00;18.09.2015 00:00;4;2.4;1
Grand;15.12.2014 00:00;18.09.2015 00:00;6;3;2
